name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
DrugEx_RNN_epsilon_0.6_3,sim,murcko,891535,35/57,0.6140350877192983,0.4645717778886976,0.004459331415753225
