name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.5_62.5k_1,sim,murcko,33467,62500,11/100,0.11,0.535472,0.003178068119803538,198
