name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
REINVENT_1,dis,murcko,615225,961827,3/34,0.08823529411764706,0.00143419552387577,5.779442175580187e-06,0.10457815624915649,0.639642056211772,3.8468456385607804e-05,37
