name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
REINVENT_0,dis,murcko,638413.0,964492.0,8/92,0.0869565,0.0013621,1.62e-05,0.1126134,0.6619163,0.0003287,317.0,0.0739070703802115,0.0939422852260805
REINVENT_1,dis,murcko,615225.0,961827.0,3/34,0.0882353,0.0014342,5.8e-06,0.1045782,0.6396421,3.85e-05,37.0,0.0675703498605476,0.1654449295388012
REINVENT_2,dis,murcko,653966.0,967898.0,5/64,0.078125,0.0011946,1.5e-05,0.1534082,0.6756559,9.71e-05,94.0,0.058438013200936,0.1303225457030979
REINVENT_3,dis,murcko,579997.0,963387.0,8/76,0.1052632,0.0018149,2.5e-05,0.1909516,0.6020395,0.0001785,172.0,0.0733733888073866,0.0715399163366342
REINVENT_4,dis,murcko,615145.0,965768.0,18/98,0.1836735,0.0029859,5.78e-05,0.3629097,0.636949,0.0004049,391.0,0.082788884439515,0.0894903287425123
REINVENT_mean,dis,murcko,620549.2,964674.4,-,0.1084507,0.0017583,2.4e-05,0.1848922,0.6432406,0.0002095,202.2,0.07121554133771933,0.11014800110942521
