name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.1_3,sim,murcko,433247,903633,6/51,0.11764705882352941,0.0027154731324978455,8.202184632347814e-06,0.06967788010609399,0.479450175015742,7.746507708328492e-05,70
