name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
Molpher_0,sim,murcko,226199.0,855964.0,37/115,0.3217391,0.0142237,0.0001827,0.3593168,0.2642623,0.0073029,6251.0,0.047082103272251,0.0624790165048706
Molpher_1,sim,murcko,210341.0,818235.0,30/100,0.3,0.0142626,8.65e-05,0.1820032,0.2570667,0.0103931,8504.0,0.056522073767766,0.0852654120843186
Molpher_2,sim,murcko,210002.0,804690.0,16/58,0.2758621,0.0131362,4.63e-05,0.1675686,0.2609725,0.0019647,1581.0,0.0601336193038832,0.0766166406341119
Molpher_3,sim,murcko,204392.0,801639.0,17/51,0.3333333,0.0163085,2.62e-05,0.1049867,0.2549676,0.0026895,2156.0,0.049972683545691,0.0575960603436239
Molpher_4,sim,murcko,227231.0,901751.0,15/40,0.375,0.016503,1.75e-05,0.0992205,0.2519886,0.0012099,1091.0,0.0422894343286574,0.0410387939549534
Molpher_mean,sim,murcko,215633.0,836455.8,-,0.3211869,0.0148868,7.18e-05,0.1826192,0.2578516,0.004712,3916.6,0.051199982843649725,0.06459918470437569
