TSNE1,TSNE2,set_label
-93.70437,-9.987206,IS
-106.593124,-19.74295,IS
-96.66297,-12.440413,IS
-106.4721,-19.6381,IS
-96.518776,-12.388749,IS
-98.78531,-14.668438,IS
-96.52018,-12.392886,IS
-107.044174,-12.508732,IS
-106.16637,-16.141687,IS
-106.43137,-12.607785,IS
-106.60656,-16.919426,IS
-106.45662,-12.711896,IS
-106.559906,-17.075321,IS
-107.122215,-16.680601,IS
-108.970406,-14.419886,IS
-105.58371,-15.8535385,IS
-106.93498,-19.995514,IS
-107.10417,-16.659943,IS
-106.518524,-17.08382,IS
-106.95557,-12.64686,IS
-107.09817,-19.710524,IS
-94.91694,-16.177458,IS
-89.449196,-14.5392475,IS
-91.29904,-14.505656,IS
-90.608986,-14.935622,IS
-90.4075,-13.822033,IS
-94.35637,-13.295078,IS
-90.59864,-14.877228,IS
-95.18539,-14.420825,IS
-94.75497,-12.793516,IS
-90.561455,-14.739359,IS
-106.58117,-19.550058,IS
-94.72112,-12.84671,IS
-90.46713,-14.553059,IS
-90.48575,-13.636436,IS
-95.1227,-16.133036,IS
-94.7641,-12.793431,IS
-94.682945,-12.637763,IS
-95.36002,-12.678381,IS
-94.044716,-10.807355,IS
-94.012985,-10.741715,IS
-94.10323,-10.926168,IS
-40.967827,-6.763564,IS
-106.26638,-16.933979,IS
-105.39505,-15.992592,IS
-90.60419,-14.767973,IS
-40.863728,-6.698458,IS
-94.14594,-11.030822,IS
-90.413795,-14.662202,IS
-39.571712,-5.915062,IS
-41.002953,-6.781035,IS
-98.6282,-14.746163,IS
-89.49395,-14.483817,IS
-106.636955,-12.269777,IS
-89.34006,-14.555893,IS
-94.53151,-12.049217,IS
-39.55069,-5.9041176,IS
-41.114735,-6.8426723,IS
-90.47515,-13.708339,IS
-94.67711,-13.109369,IS
-110.632126,-16.09898,IS
-111.34335,-14.826295,IS
-111.34333,-14.524819,IS
-111.122925,-14.483865,IS
-111.479614,-14.789506,IS
-57.48594,-46.85491,IS
-54.374725,-46.508705,IS
-106.95997,-4.261808,IS
-107.061935,-4.4704237,IS
-105.88024,-6.205759,IS
-105.90311,-6.382616,IS
-106.96071,-5.5522594,IS
-107.07336,-5.7188196,IS
-106.200905,-8.996695,IS
-106.201866,-9.3121805,IS
1.3076733,-103.79436,IS
-0.01222525,-102.72192,IS
