name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
REINVENT_500k_0,dis,csk,"108,073.0","495,431.0",18/40,0.45,0.2181394,0.0082749,0.0001666,"4,066.0"
REINVENT_500k_1,dis,csk,"100,445.0","496,699.0",9/23,0.3913043,0.2022251,0.0007051,8.96e-05,350.0
REINVENT_500k_2,dis,csk,"113,641.0","496,487.0",17/40,0.425,0.2288902,0.0006611,0.0001496,328.0
REINVENT_500k_3,dis,csk,"88,846.0","495,981.0",21/37,0.5675676,0.1791319,0.0066694,0.0002364,"3,286.0"
REINVENT_500k_4,dis,csk,"99,451.0","496,141.0",31/43,0.7209302,0.2004491,0.0541523,0.0003118,"25,487.0"
REINVENT_500k_mean,dis,csk,"102,091.2","496,147.8",-,0.5109604,0.2057671,0.0140926,0.0001908,"6,703.4"
