name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
GB_GA_mut_r_0.01_1k_3,sim,murcko,927,1000,3/51,0.058823529411764705,0.927,0.005025125628140704,0.003246753246753247,5
