name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
REINVENT_10k_0,dis,murcko,8914.0,9927.0,1/92,0.0108696,0.8979551,0.0002015,0.0001122,2.0
REINVENT_10k_1,dis,murcko,8874.0,9928.0,2/34,0.0588235,0.8938356,0.0002015,0.0002254,2.0
REINVENT_10k_2,dis,murcko,8983.0,9937.0,1/64,0.015625,0.9039952,0.0001006,0.0001113,1.0
REINVENT_10k_3,dis,murcko,8628.0,9927.0,1/76,0.0131579,0.8691448,0.0003023,0.0001159,3.0
REINVENT_10k_4,dis,murcko,8814.0,9930.0,1/98,0.0102041,0.8876133,0.0002015,0.0001135,2.0
REINVENT_10k_mean,dis,murcko,8842.6,9929.8,-,0.021736,0.8905088,0.0002015,0.0001357,2.0
