index,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
mean,0.23029342266808148,0.2236857710009376,0.23487403269231502,0.1983618482477161,0.20949814592237753
min,0.06164383561643835,0.061224489795918366,0.08391608391608392,0.015306122448979591,0.055776892430278883
max,0.9811320754716981,0.9666666666666667,0.9782608695652174,1.0,0.9866666666666667
