index,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
cluster_0_min,-,0.04895104895104895,0.043010752688172046,0.027777777777777776,0.0321285140562249
cluster_1_min,0.04895104895104895,-,0.043010752688172046,0.019230769230769232,0.0321285140562249
cluster_2_min,0.043010752688172046,0.043010752688172046,-,0.022388059701492536,0.05474452554744526
cluster_3_min,0.027777777777777776,0.019230769230769232,0.022388059701492536,-,0.012195121951219513
cluster_4_min,0.0321285140562249,0.0321285140562249,0.05474452554744526,0.012195121951219513,-
