Cluster,Mean_Similarity,Median_Similarity,Std_Similarity
0,0.36336033744779805,0.31818181818181823,0.16456197825217223
1,0.37343285114236363,0.33333333333333337,0.16570652356566093
2,0.3818042922994091,0.3285714285714286,0.1646255334296882
3,0.39002090886427454,0.37681159420289856,0.2073126225436184
4,0.3407555113040552,0.303030303030303,0.13867772268124146
