index,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
cluster_0_max,-,0.7333333333333333,0.6161616161616161,0.34782608695652173,0.8791208791208791
cluster_1_max,0.7333333333333333,-,0.9733333333333334,0.5714285714285714,0.918918918918919
cluster_2_max,0.6161616161616161,0.9733333333333334,-,0.6017699115044248,0.918918918918919
cluster_3_max,0.34782608695652173,0.5714285714285714,0.6017699115044248,-,0.4336283185840708
cluster_4_max,0.8791208791208791,0.918918918918919,0.918918918918919,0.4336283185840708,-
