name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
DrugEx_GT_epsilon_0.1_250k_3,dis,murcko,129852,249924,17/76,0.2236842105263158,0.5195659480482067,0.00437639399602146,1089
