name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.01_250k_2,dis,csk,65019,249989,11/40,0.275,0.2600874438475293,0.0008367363279686124,209
