name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
GB_GA_mut_r_0.5_2,sim,csk,127809,999916,14/37,0.3783783783783784,0.12781973685789608,0.008352888619075807,0.00010955045189561407,8283
