name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS
Molpher_1,dis,murcko,490129,1598427,12/96,0.125,7.820188222546291e-08,0.3066320826662713,0.0006412554342487959,1025
