name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
DrugEx_GT_4,sim,csk,256363,899269,30/35,0.8571428571428571,0.033434733449946255,4.003251529853692e-05,0.2932244491279663,0.28507932554107834,0.007401567272973938,6656,0.00011703526272465894,0.007456758976174445
