name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2
DrugEx_RNN_1,dis,murcko,431146,861498,18/34,0.5294117647058824,0.01227917607274293,3.871505351895255e-05,0.49093648424947994,0.5004608252137556,0.00028206681849522573,243,4.175094171568536e-05,0.0002821464026333664
