name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_RNN_2,dis,murcko,410118,872079,5/64,0.078125,0.0019049395539820248,1.666276793730843e-05,0.10677657907676653,0.4702762020413288,8.485469779687391e-05,74
