name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_GT_epsilon_0.6_250k_mean,sim,cdpkit,246637.2,250000.0,-,0.1725911,0.9865488,0.0001672,41.8,9.57e-05,0.0
