name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.5_62.5k_0,dis,csk,"17,685.0","62,499.0",7/40,0.175,0.2829645,0.010869,672.0
GB_GA_mut_r_0.5_62.5k_1,dis,csk,"17,591.0","62,497.0",9/23,0.3913043,0.2814695,0.0017792,111.0
GB_GA_mut_r_0.5_62.5k_2,dis,csk,"20,159.0","62,496.0",9/40,0.225,0.3225646,0.0008007,50.0
GB_GA_mut_r_0.5_62.5k_3,dis,csk,"17,403.0","62,500.0",11/37,0.2972973,0.278448,0.0025183,157.0
GB_GA_mut_r_0.5_62.5k_4,dis,csk,"17,043.0","62,498.0",21/43,0.4883721,0.2726967,0.0055508,345.0
GB_GA_mut_r_0.5_62.5k_mean,dis,csk,"17,976.2","62,498.0",-,0.3153947,0.2876287,0.0043036,267.0
