name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
REINVENT_500k_0,sim,csk,"103,036.0","497,150.0",25/38,0.6578947,0.2072533,0.0097861,0.0002427,"4,818.0"
REINVENT_500k_1,sim,csk,"109,405.0","497,363.0",17/38,0.4473684,0.2199701,0.0210759,0.0001554,"10,266.0"
REINVENT_500k_2,sim,csk,"104,461.0","497,262.0",20/37,0.5405405,0.2100724,0.018656,0.0001915,"9,107.0"
REINVENT_500k_3,sim,csk,"113,315.0","496,974.0",22/35,0.6285714,0.2280099,0.0107939,0.0001942,"5,307.0"
REINVENT_500k_4,sim,csk,"104,687.0","496,856.0",16/35,0.4571429,0.2106989,0.0028986,0.0001529,"1,436.0"
REINVENT_500k_mean,sim,csk,"106,980.8","497,121.0",-,0.5463036,0.2152009,0.0126421,0.0001873,"6,186.8"
