name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
DrugEx_RNN_epsilon_0.6_1,dis,csk,68725,884332,17/23,0.7391304347826086,0.07771402595405345,0.002428048379600766,0.0002474238807707982,2142
