name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
DrugEx_RNN_epsilon_0.6_500k_2,dis,csk,52701,495154,9/40,0.225,0.10643355400542054,0.00045258925504616814,0.00017080391710316557,224
