name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
DrugEx_GT_epsilon_0.6_4,sim,murcko,508399,891573,21/50,0.42,0.5702270032852049,0.0005049807938971388,4.1307845736833616e-05,450
