name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.5_62.5k_2,sim,csk,5540,48913,15/42,0.35714285714285715,0.11326232289984257,0.025644789263996645,1223
