name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
GB_GA_mut_r_0.01_250k_3,dis,cdpkit,245195,250000,0/196,0.0,0.98078,0.0,0,0.0,0
