name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
addcarbon_10k_0,sim,murcko,"2,617.0","10,000.0",7/172,0.0406977,0.2617,0.003613,0.002682,36.0
addcarbon_10k_1,sim,murcko,"2,399.0","10,000.0",6/93,0.0645161,0.2399,0.0012014,0.0025073,12.0
addcarbon_10k_2,sim,murcko,"2,481.0","10,000.0",7/65,0.1076923,0.2481,0.0022049,0.0028294,22.0
addcarbon_10k_3,sim,murcko,"2,520.0","10,000.0",5/57,0.0877193,0.252,0.0019036,0.0019881,19.0
addcarbon_10k_4,sim,murcko,"2,551.0","10,000.0",6/50,0.12,0.2551,0.0009008,0.0023576,9.0
addcarbon_10k_mean,sim,murcko,"2,513.6","10,000.0",-,0.0841251,0.25136,0.0019647,0.0024729,19.6
