name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.1_250k_2,dis,csk,19867,242130,24/45,0.5333333333333333,0.0820509643579895,0.001861966236345581,450
