name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_GT_epsilon_0.1_250k_0,sim,cdpkit,245197.0,250000.0,16/411,0.0389294,0.980788,8.4e-05,21.0,6.53e-05,0.0
DrugEx_GT_epsilon_0.1_250k_1,sim,cdpkit,246174.0,250000.0,6/207,0.0289855,0.984696,3.2e-05,8.0,2.44e-05,0.0
DrugEx_GT_epsilon_0.1_250k_2,sim,cdpkit,248112.0,250000.0,0/121,0.0,0.992448,0.0,0.0,0.0,0.0
DrugEx_GT_epsilon_0.1_250k_3,sim,cdpkit,246285.0,250000.0,3/58,0.0517241,0.98514,1.2e-05,3.0,1.22e-05,0.0
DrugEx_GT_epsilon_0.1_250k_4,sim,cdpkit,244465.0,250000.0,1/42,0.0238095,0.97786,4e-06,1.0,4.1e-06,0.0
DrugEx_GT_epsilon_0.1_250k_mean,sim,cdpkit,246046.6,250000.0,-,0.0286897,0.9841864,2.64e-05,6.6,2.12e-05,0.0
