name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_GT_epsilon_0.1_250k_3,sim,cdpkit,241591,250000,20/71,0.28169014084507044,0.966364,0.0008206729518204928,205,8.279139466243878e-05,0
