name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
addcarbon_62.5k_1,dis,csk,921,62500,1/23,0.043478260869565216,0.014736,0.0042580541495942795,265
