name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_GT_epsilon_0.6_2,dis,murcko,532876,891272,8/64,0.125,0.002345761490478085,2.6086312595930305e-05,0.2171995298573275,0.5978825768115682,0.0005340681632543152,476
