unique_scaffold_recall,count_of_occurrence,unique_indicator
C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,2645,1
C1CCC(C2CCC(C3CCCCC3C3CCCCC3)CC2)CC1,327,1
C1CCC(C2CCC(C3CCCCC3)CC2)CC1,1938,1
C1CCC(C2CCC(C3CCCCC3C3CCCC3)C3CCCC23)CC1,59,1
C1CCC(C2CCC(C3CCCCC3C3CCCCC3)C3CCCCC23)CC1,15,1
C1CCC2CCC2C1,1409,1
C1CCC(C2CCC(C3CCCCC3C3CCCC3)C3CCCCC23)CC1,5,1
C1CCC(C2CCC(C3CCCCC3)C3CCCCC23)CC1,279,1
C1CCC(C2CCC3CCC3C2)CC1,82,1
C1CCC(C2CCCC(CCCC3CCC(CC4CCCC4)CC3)C2)CC1,26,1
C1CCC(CCCC2CCCC(C3CCCCC3)C2)CC1,888,1
C1CCC(CCC2CC(C3CCCCC3)C3CCCC3C2C2CCCCC2)CC1,140,1
C1CCC(CCC2CCC3CCC3C2)CC1,46,1
C1CCC(CCCC2CC(C3CCCCC3)CC(C3CCCC3)C2)CC1,86,1
C1CCC(CCCC2C3CCC3CC2C2CCCCC2)CC1,128,1
C1CCC(CCCCC2CCCC2CCCCC2CC3CCCCC3C2)CC1,76,1
C1CCC(CCCC2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1,50,1
C1CCC(CCCC2CC3CC4CC(C4)C3C2)C1,54,1
C1CCC(C2CCC(C3CCCCC3CCCC3CCCC3)C3CCCC23)CC1,28,1
C1CCC(CCCC2CCC3CCCC23)CC1,430,1
C1CCC(C2CC(CCCC3CCCC3)C(C3CCCCC3)C3CCCC23)CC1,83,1
C1CCC(C2CC(CCCCC3CCCC3)C(C3CCCCC3)C3CCCC23)CC1,27,1
C1CCC(C2CCC(C3CCCCC3CC3CCC4CCCC4C3)CC2)CC1,22,1
C1CCC(C2CCC(C3CCCCC3CCC34CC(C3)C4)CC2)CC1,0,0
C1CCC(CCCC2CCC(CCCCC3CCC4CCCCC34)CC2)CC1,4,1
C1CCC(C2CCCCC2CCC2CC3CCCCC3C2)CC1,138,1
C1CCC(CCCCC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,29,1
C1CCC(CCCCCC2CCCC2)CC1,3206,1
C1CCC(CCCC2CCC(CCCCC3CC4CCC3CC4)CC2)CC1,1,1
C1CCC(CCC2CCCCC2)CC1,4694,1
C1CCC(CCCC2CCC(CCCCCC3CC4CCCCC4C3)CC2)CC1,9,1
C(CCCC1CCCCC1)CCCC1CCCCC1,938,1
C(CCC1CCCC1)CCC1CCCC1,731,1
C(CCCC1CCC2CCC2C1)CCC1CCCCC1,2,1
C(CCCC1CCCC1CCCCC1CC2CCCCC2C1)CCC1CCCCC1,39,1
C1CCC(CCCCCC2CCC(CCCC3CCCCC3)CC2)CC1,143,1
C1CCCCC1,37665,1
C1CCC(CC2CCC3CCCCC32)CC1,2061,1
C1CCC(C2CCC(C3CCCCC3CC3CCCC3)C3CCCC23)CC1,93,1
C1CCC(CC2CCCCC2)CC1,4718,1
C1CCC(C2CCC(C3CCCCC3CC3CCCC3)CC2)CC1,119,1
C1CCC(CC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,145,1
C1CCC(CC2CC(C3CCCC3)C3CCCCC23)CC1,44,1
C1CCCCCCC2CCCC(C2)C(CC2CCCCC2)CCC(CC2CCCCC2)CCCCC1,0,0
C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1,106,1
C1CCC(CC2CCCCC2C2CCC(C3CCCCC3)CC2)CC1,242,1
