name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
Molpher_500k_1,dis,murcko,165986,499973,9/96,0.09375,0.33198992745608263,0.0007746414030817516,5.422438048645294e-05,387
