name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
DrugEx_GT_epsilon_0.1_62.5k_3,dis,murcko,43508,62452,3/62,0.04838709677419355,0.6966630372125793,0.023300016385384238,1422
