name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
REINVENT_250k_0,dis,csk,247952.0,28/42,0.6666667,0.1976229,0.0028879
REINVENT_250k_1,dis,csk,247766.0,11/41,0.2682927,0.1564743,0.0011516
REINVENT_250k_2,dis,csk,248023.0,32/45,0.7111111,0.1754031,0.0127521
REINVENT_250k_3,dis,csk,242779.0,16/47,0.3404255,0.1595978,0.0016668
REINVENT_250k_4,dis,csk,247549.0,21/41,0.5121951,0.1685363,0.0072672
REINVENT_250k_mean,dis,csk,246813.8,-,0.4997382,0.1715269,0.0051451
