name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS,TUPOR_new_
Molpher_mean,dis,csk,100068.0,823977.8,-,0.5166824256005247,7.059621701547039e-07,0.12481472650548361,0.00458872248933692,3041.2,-6.1512185705250335
