name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS
Molpher_1,dis,csk,209828,1598233,28/41,0.6829268292682927,4.273011690212208e-07,0.13128749062245618,0.002726135676087279,4357
