name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
Molpher_125k_0,dis,csk,22714.0,125035.0,15/42,0.3571429,0.1816611,0.0088105,1092.0
Molpher_125k_1,dis,csk,23409.0,125249.0,17/41,0.4146341,0.1868997,0.0034771,434.0
Molpher_125k_2,dis,csk,23397.0,125109.0,31/45,0.6888889,0.1870129,0.0032316,403.0
Molpher_125k_3,dis,csk,24327.0,125092.0,26/47,0.5531915,0.1944729,0.0069387,862.0
Molpher_125k_4,dis,csk,23850.0,125207.0,21/41,0.5121951,0.1904846,0.0054768,682.0
Molpher_125k_mean,dis,csk,23539.4,125138.4,-,0.5052105,0.1881062,0.005587,694.6
