name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_4,dis,csk,282960,886398,37/43,0.8604651162790697,0.030409425935788444,0.009707435218480522,0.31922454698679376,0.021749823442742424,19279
