name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
Molpher_0,dis,murcko,226357.0,916551.0,9/92,0.0978261,0.2469661,0.0011382,3.98e-05,1042.0
Molpher_1,dis,murcko,258940.0,1070030.0,8/34,0.2352941,0.2419932,2.43e-05,3.09e-05,26.0
Molpher_2,dis,murcko,228962.0,906900.0,3/64,0.046875,0.2524666,3.64e-05,1.31e-05,33.0
Molpher_3,dis,murcko,182240.0,693468.0,16/76,0.2105263,0.2627951,0.0052184,8.78e-05,3600.0
Molpher_4,dis,murcko,152780.0,532962.0,19/98,0.1938776,0.2866621,0.0013659,0.0001244,727.0
Molpher_mean,dis,murcko,209855.8,823982.2,-,0.1568798,0.2581766,0.0015566,5.92e-05,1085.6
