name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,tRS
Molpher_1,dis,murcko,258940,1070030,8/34,0.23529411764705882,5.724696613796519e-05,1.3853377392937308e-05,0.24199321514350064,2.429838415745353e-05,26
