name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
REINVENT_10k_0,sim,csk,"5,050.0","9,931.0",7/38,0.1842105,0.5085087,0.0154397,0.0013881,151.0
REINVENT_10k_1,sim,csk,"6,210.0","9,924.0",6/38,0.1578947,0.6257557,0.0121367,0.0009671,119.0
REINVENT_10k_2,sim,csk,"4,958.0","9,863.0",6/37,0.1621622,0.5026868,0.006018,0.0012116,59.0
REINVENT_10k_3,sim,csk,"3,072.0","9,965.0",6/35,0.1714286,0.308279,0.0014069,0.0019569,14.0
REINVENT_10k_4,sim,csk,"2,840.0","9,869.0",3/35,0.0857143,0.2877698,0.0101331,0.0010575,99.0
REINVENT_10k_mean,sim,csk,"4,426.0","9,910.4",-,0.1522821,0.4466,0.0090268,0.0013162,88.4
