name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_new,SESY,ASER,tRS
Molpher_3,dis,csk,214742,1611504,37/47,0.7872340425531915,4.885088976218437e-07,0.13325564193449102,0.00765620190827947,12338
