unique_scaffold_recall,count_of_occurrence,unique_indicator
C1CCC(C2CCC(C3CCCCC3CCCC3CCCC3)C3CCCC23)CC1,303,1
C1CCC(CCCC2CCC3CCCC23)CC1,119,1
C1CCC(C2CC(CCCC3CCCC3)C(C3CCCCC3)C3CCCC23)CC1,63,1
C1CCC(C2CC(CCCCC3CCCC3)C(C3CCCCC3)C3CCCC23)CC1,146,1
C1CCC(C2CCC(C3CCCCC3CC3CCC4CCCC4C3)CC2)CC1,33,1
C1CCC(C2CCC(C3CCCCC3CCC34CC(C3)C4)CC2)CC1,0,0
C1CCC(CCCC2CCC(CCCCC3CCC4CCCCC34)CC2)CC1,32,1
C1CCC(C2CCCCC2CCC2CC3CCCCC3C2)CC1,99,1
C1CCC(CCCCC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,80,1
C1CCC(C2CCC(C3CCCCC3CC3CC4CCC3C4)CC2)CC1,7,1
C1CCC(CCC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,134,1
C1CCC(CCCC2CCC3CCC23)CC1,214,1
C1CCC(CCCCC2CCCCC2C2CCC(C3CCCCC3)CC2)CC1,36,1
C1CCC(C2CC(CCC3CCC(C4CC4)CC3)C(C3CCCCC3)C3CCCC23)CC1,151,1
C1CCC(C2CCC(C3CCCCC3CCCC3CCCC3)CC2)CC1,96,1
C1CCC(CCCC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,125,1
C1CCC(C2CCC(C3CCCCC3CC3CCC(C4CC4)CC3)CC2)CC1,103,1
C1CCC(CCCC2CCC3C(CCC4CCCCC4)CC23)CC1,2,1
C1CCC(CCCC2CCC3C(CC4CCC5CCCCC5C4)CCC23)CC1,0,0
C1CCC(C2CC(CCC3CCCC3)C(C3CCCCC3)C3CCCC23)CC1,975,1
C1CCC(CCCC2CCCC3CCC23)CC1,79,1
C1CCC(C2CCC(CC3CCCCC3C3CCC(C4CCCCC4)CC3)CC2)CC1,13,1
C1CCC(CCCC2CCC3C(CC4CCCC5CCCCC54)CCC23)CC1,0,0
C1CCC(C2CCC(C3CCCCC3CCC3CCCC3)C3CCCC23)CC1,95,1
C1CCC(CCCCC2CC(C3CCCCC3)C3CCCC3C2C2CCCCC2)CC1,92,1
C1CCC(C2CCC(C3CCCCC3CCC3CCCC3)CC2)CC1,61,1
C1CCC(C2CC2CCCCC2CCCC2)CC1,38,1
C1CCC(CCCC2CC(C3CCCCC3)C3CCCC3C2C2CCCCC2)CC1,55,1
C1CCC(C2CC(CCCC3CC3)C(C3CCCCC3)C3CCCC23)CC1,31,1
C1CCC(CCC2CCCCC2C2CCC(C3CCCCC3)CC2)CC1,143,1
C1CCC(CCCC2C(CCC3CCCC3)CC3CCC32)CC1,0,0
C1CCC(C2CCC(C3CCCCC3CC3CCC4CCCCC4C3)CC2)CC1,343,1
C1CCC(C2CCC(C3CCCCC3CC3CCC3)CC2)CC1,430,1
C1CCC(C2CCC(C3CCCCC3CCC3CC3)C3CCCC23)CC1,165,1
C1CCC(CCCCC2CCC3CCCC23)CC1,33,1
C1CCC(C2CCC(C3CCCCC3CCC3CCC3)C3CCCC23)CC1,133,1
C1CCC(CCCC2C(CC3CCCCC3)CC3CCC32)CC1,0,0
C1CCC(C2CC(CCC3CC3)C(C3CCCCC3)C3CCCC23)CC1,288,1
C1CCC(C2CCC(C3CCCCC3CC3CC4CCCC(C4)C3)CC2)CC1,0,0
C1CCC(C2CCC(C3CCCCC3CC3CCC(C4CCCCC4)C3)CC2)CC1,180,1
C1CCC(C2CCC(C3CCCCC3CC3CC4CCCCC4C3)CC2)CC1,347,1
C1CCC(CCCC2CCCCC2C2CCC(C3CCCCC3)CC2)CC1,117,1
C1CCC(C2CC(CCCCC3CC3)C(C3CCCCC3)C3CCCC23)CC1,29,1
C1CCC(CCCC2CCC(CCCC3CCC(CCCCC4CCC5CCCCC45)CC3)CC2)CC1,0,0
C1CCC(C2CCC(C3CCCCC3CCC3CC3)CC2)CC1,164,1
