name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
GB_GA_mut_r_0.01_10k_0,sim,murcko,8693,10000,6/172,0.03488372093023256,0.8693,0.00331092605598475,0.0006906872337976287,33
