name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
GB_GA_mut_r_0.5_0,sim,csk,999915.0,33/46,0.7173913,0.1279489,0.05251
GB_GA_mut_r_0.5_1,sim,csk,760800.0,24/44,0.5454545,0.0411974,0.012762
GB_GA_mut_r_0.5_2,sim,csk,782335.0,21/42,0.5,0.0460877,0.0267173
GB_GA_mut_r_0.5_3,sim,csk,812979.0,14/42,0.3333333,0.0496692,0.0482234
GB_GA_mut_r_0.5_4,sim,csk,790577.0,20/42,0.4761905,0.0456135,0.0007785
GB_GA_mut_r_0.5_mean,sim,csk,829321.2,-,0.5144739,0.0621033,0.0281983
