name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
Molpher_mean,sim,csk,103807.6,836443.4,-,0.69861,0.1241568,0.0130255,10759.2
