name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_GT_epsilon_0.6_desired_3,sim,csk,138164,553227,32/35,0.9142857142857143,0.06617394649009252,0.00010411639345151267,0.4110039252809941,0.2497419684867152,0.02102572723312492,11632
