name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
REINVENT_1k_0,sim,csk,678.0,994.0,3/38,0.0789474,0.6820926,0.0040404,0.0044444,4.0
REINVENT_1k_1,sim,csk,723.0,996.0,8/38,0.2105263,0.7259036,0.0257467,0.0111888,25.0
REINVENT_1k_2,sim,csk,699.0,997.0,3/37,0.0810811,0.7011033,0.0163099,0.0043103,16.0
REINVENT_1k_3,sim,csk,695.0,991.0,5/35,0.1428571,0.7013118,0.009165,0.0072464,9.0
REINVENT_1k_4,sim,csk,696.0,994.0,3/35,0.0857143,0.7002012,0.0030272,0.004329,3.0
REINVENT_1k_mean,sim,csk,698.2,994.4,-,0.1198252,0.7021225,0.0116578,0.0063038,11.4
