C1CCC(C(C2CCCCC2)C2CCCCC2)CC1
C1CCC(C2CCC(CC3CCCC4CCC5C6CCCCC6CCC5C43)CC2)CC1
C1CCC(CCCC2CCCCC2C2CCC3CCCCC3C2)CC1
C1CCC(CCC2CCCC(C(CC3CCCCC3)CC3CCC(CC4CCCCC4)CC3)C2)CC1
C1CCC(CC2CCC(C3CCCCC3C3CCCC4CCCC43)CC2)CC1
C1CCC(CCC2CCCC(C3CCCC4CCCC43)C2)CC1
C1CCC2CC(C3CCCCC3C3CCCC(CC4CC4)C3)CCC2C1
C1CCC(CCC(CC2CC3CCCCC3C2)C2CCCCC2)CC1
C1CCC(CC(CC2CCCC(C3CCCCC3)C2)C2CCCCC2)CC1
C1CCC(C2CCC3C2CCCC3C2CCC3CCCC3C2C2CCCCC2)CC1
C1CCC(C2CCCC(C3CCCCC3C3CCCCC3)C2)CC1
C1CCC(C2CCC(C3CCCCC3)CC2)CC1
C1CCC(C2CCCC3CCCC32)CC1
C1CCC(CC2CCCC3CCCCC32)C(CCCC2CCCC3CCCCC32)C1
C1CCC(CCCCC2CCCC(C(CC3CCCCC3)CC3CCCCC3)C2)CC1
C1CCC(CCC2CCCC3CCC4C(CCC5CCCC(C6CCCCC6)C54)C23)CC1
C1CCC(C2CCCC(CCCCC3CCC(C4CCCC5CCCCC54)CC3)C2)CC1
C1CCC(CCC2CCC(C3CCC4CCCC4C3)CC2)CC1
C1CCC(CCC2CCCC(C3CCCC4CCC5CCCCC5C43)C2)CC1
C1CCC(CCC2CCC(C3CCCC4CCCCC43)CC2)CC1
C1CCC(C2CCCCC2CCC2CCC3C(CCC3C3CCCCC3)C2)CC1
C1CCC(CC2CC(CC3CCCC3C3CCCCC3)CC3CCCCC32)CC1
C1CCC(C2CCCC(C3CCCCC3)C2)CC1
C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1
C1CCC(CC2CCC(CC3CCCC4CCCCC43)CC2)CC1
C1CCC(CCCC2C3CCCCC3CCC2C2CCCCC2)CC1
C1CCC(C2CCC3CC(C4CCC(CCC5CCCC5)CC4)CCC32)CC1
C1CCC(C2C3CCCCC3CCC2C2CC3CCCCC3C2)CC1
C(CCCC(C1CCCCC1)C1CCCCC1)CCC1CCCCC1
C1CCC(C2CCC(C3CCCC3C3CCCCC3)CC2)CC1
C1CCC(CC2CC(C3CCCC4CCCC43)CC3CCCCC32)CC1
C1CCC(CC2CCC(CC3CCC(C4CCC(C5CCCCC5)CC4)CC3)CC2)CC1
C1CCC(CC2CCCC(CCC3CC4CCCCC4C3)C2)CC1
C1CCC(CC(CC2CCCCC2)C2CCCCC2)CC1
C1CCC(CCC2CCCC(CCC3CCCCC3)C2)CC1
C1CCC(CCCC2CCCC(C3CCCCC3)C2)CC1
C1CCC(CC2CCC3C4CCCCC4CC(C4CCCCC4)C3C2)CC1
C1CCC(CCCCC2CCCC(CC3CCC(CCCC4CCCCC4)CC3)C2)CC1
C1CCC(C(CCCC2CCCC3CCCCC32)CC2CC3CCCCC3C2)CC1
C1CCC(C2CCC3C(CCC(C4CCCC5CCCC54)C3C3CCCCC3)C2)CC1
C1CCC(CCCC(CC2CCC3CCCCC3C2)C2CCC3CCCCC3C2)CC1
C1CCC(CCCCC2CCCC(C3CCCCC3)C2)CC1
C(CCCC1CCC(CC2CCCC(CC3CCCCC3)C2)CC1)CCC1CCCCC1
C1CCC(CC2CCC(C3CCCC(CC4CCCCC4)C3)CC2)CC1
C1CCC(CCCCCC2CCC(CC3CCCCC3)CC2)CC1
C1CCC(CCCCC2CCCCC2CC2CCCC3CCCCC32)CC1
C1CCC(CC2CCCC(C3CCCC(C4CCCCC4)C3)C2)CC1
C1CCC(CCC(CCC2CCCCC2C2CCCCC2)CC2CCCC3CCCC32)CC1
C1CCC(CCC2CCC3C(CCC4CCCCC4C4CCCC5CCCC54)CCCC23)CC1
C1CCC(C(CC2CCC3C(CCC3C3CCCCC3)C2)C2CCCCC2)CC1
C1CCC(CC2CCC(C3CCCC3)C2C2CCCCC2)CC1
C1CCC(CC2CCC3C(C2)CC3C2CCCCC2)CC1
C1CCC(CCC2CCC(C3CCC(C4CCCCC4)C(CC4CCCCC4)C3)CC2)CC1
C1CCC(CCCCCC2CCC(CC3CCCCC3)CC2)CC1
C1CCC(C2CCCCC2C2CCC3CCCC3C2)CC1
C1CCC(CCCC(CC2CCCCC2)CC2CCCCC2)CC1
C1CCC(CC2CCCC3C(C4CCCCC4)CCC23)CC1
C1CCC(C2CCC3C(CCCC3C3CCCCC3)C2)CC1
C1CCC(CCCC2CCC3C(CCC3C3CCCCC3)C2)CC1
C1CCC(C2CCCCC2C2CCCCC2C2CCC3CCCCC3C2)CC1
C1CCC(CCC2CCCC(CCC3CCCC4C(C5CCCCC5)CCC34)C2)CC1
C1CCC(CCC2CCC(C3CCCC(CC4CCC(C5CCCCC5)CC4)C3)CC2)CC1
C1CCC(CCCCC2CCC(CC3CCCCC3)CC2)CC1
C1CCC(CCCC2CCCC(CCC3CCCCC3CC3CCCCC3)C2)CC1
C1CCC(C2CC3CC(C4CCCC5C(C6CCCCC6)CCC45)CC3C2)CC1
C1CCC(CC(CC2CCCCC2)C2CCCC(CC3CCCC(C4CCCCC4)C3)C2)CC1
C1CCC(CCC2CCCC(C3CCCCC3)C2)CC1
C1CCC(CC2CCC(C3CCCC4C(C5CCCCC5)CC(C5CCCCC5)CC34)CC2)CC1
C1CCC(CC2CCCC2C2CCC(CC3CCC4C(CCCC4C4CCCCC4)C3)CC2)CC1
C1CCC2C(C1)CCCC2CCC1CCCCC1C1CCC(CC2CCCC3CCCCC32)C1
C1CCC(CCC2CCCCC2C2CCC(CC3CCCCC3)CC2)CC1
C1CCC(CC2CCCCC2)CC1
C1CCC(CC2CCC(C3CCCC3)CC2CC2CCC3C(CCC3C3CCCCC3)C2)CC1
C1CCC(CC2CCC(CCC3CCCCC3C3CCC4C(CCC5CCCCC54)C3)CC2)CC1
C1CC2CCCC2C(CC2CCC3C(CCC4CCCCC43)C2)C1
C1CCC(CC2CCC(CC3CCCCC3)CC2)CC1
C1CCC(C2CCCC(CCCC3CCC4CCCCC43)C2)CC1
C1CCC(C2CCCC(C3CCC4C(C5CCCCC5)CCCC34)C2)CC1
C1CCC(CC2CCCCC2C2CCCCC2)CC1
C1CCC(CCC2CCCC3CC(CCC4CCCC5CCCCC54)CC23)CC1
C(CCC1CCCC2CCCCC12)CC1CCC(CC2CCCC2)CC1
C1CCC(CCC2CC3CCCCC3C(CC3CCCCC3CC3CC3)C2)CC1
C1CCC(CCCCC2CCC3CC(C4CCC(CC5CC6CCCCC6C5)CC4)CCC23)CC1
C1CCC(C2CCCC(C3CCCCC3C3CCCCC3)C2)CC1
C1CCC(CC(CCC2CCC(C3CCCCC3)CC2)C2CCCCC2)CC1
C1CCC(CCC2CCC(C3CCCCC3)C(C3CCCCC3)C2)CC1
C1CC(CCC2CCC3CCCCC32)CC(CC2CCC(CCC3CCC4CCCCC43)CC2)C1
C1CCC(CC2C3CCCCC3C3CCC(C4CCCCC4)CC32)CC1
C1CCC(CCC2CC(C3CCC4C(CCCC4C4CCCCC4)C3)CCC2CC2CCCC2)CC1
C1CCC(CCCC2CCCCC2)CC1
C1CCC(C2CCCC3C(C4CCCC(C5CC6CCCCC6C5)C4)CCCC23)CC1
C1CCC(CCCC(C2CCCCC2)C2CCC3CCCCC32)CC1
C1CCC(CCC2CCCC(CC3CCCC4CCCC43)C2)CC1
C1CCC(C2CC(CC3CCCC4CCCCC43)CC(C3CCCCC3)C2)CC1
C1CCC(C2CCCC(CC3CCCC3C3CCCCC3)C2)CC1
C1CCC(CC2CCC3CC(C4CCC5C(CCC5C5CCCCC5)C4)CCC23)CC1
C1CCC(C2CCCCC2CCCCC2CCCC(C3CCCCC3C3CCCCC3)C2)CC1
C1CCC(C2CCCCC2CCCCC2CCCC(C3CCCC(C4CCCC5CCCC54)C3)C2)CC1
C1CCC(C2CCC3CC(C4CCCC5CCCCC54)CCC32)CC1
C1CCC2C(C1)CCC2C1CCC(C2CCCC3CCCC32)CC1
C1CCC(CC2CCCC(C3CCCCC3)C2C2CCCCC2)CC1
C1CCC(CCCCC2CC3CCCCC3C3CCC(C4CCC(C5CCCCC5)CC4)CC23)CC1
C1CCC(C2CCCCC2CC2CCC(C3CCCCC3)C(C3CCCCC3)C2)CC1
C1CCC(C2CCCCC2C2CCCC(C3CCCC4CCCCC43)C2)CC1
C1CCC(CCCC2CC3CCCCC3C2C2CCC(CC3CCCCC3)CC2)CC1
C1CCC(C2CCCC(CCCC3CCCCC3C3CCCCC3)C2)CC1
C1CCC(CCC2CCCC(C3CCCCC3)C2)CC1
C(CCCCC1CCCCC1)CCCC1CCCCC1
C1CCC(C2CCC3CC(CCCC4CC5CCCCC5C4)CC3C2)CC1
C1CCC(CCCCCC2CCCC(CC3CCCC4CCCC43)C2)CC1
C1CCC(CCC2CCC3CCC(C4CCCC(C5CCCC6CCCC65)C4)CC23)CC1
C1CCC(CC2CC3CCC(C4CCCC4)C3CC2C2CCCC2C2CCC3CCCCC32)CC1
C1CCC(CCCC(CC2CCCCC2)C2CCCCC2)CC1
C1CCC(CCC2CCC(CCC3CCCC(CC4CCCCC4)C3)CC2)CC1
