name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
DrugEx_GT_epsilon_0.1_1k_1,dis,murcko,886,1000,0/34,0.0,0.886,0.0,0.0,0
