name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo
DrugEx_RNN_epsilon_0.6_1k_0,dis,murcko,825.0,991.0,0/92,0.0,0.8324924,0.0,0.0,0.0
DrugEx_RNN_epsilon_0.6_1k_1,dis,murcko,794.0,984.0,1/34,0.0294118,0.8069106,0.0010173,0.001261,1.0
DrugEx_RNN_epsilon_0.6_1k_2,dis,murcko,834.0,993.0,0/64,0.0,0.8398792,0.0,0.0,0.0
DrugEx_RNN_epsilon_0.6_1k_3,dis,murcko,861.0,992.0,2/76,0.0263158,0.8679435,0.0030334,0.0023283,3.0
DrugEx_RNN_epsilon_0.6_1k_4,dis,murcko,861.0,986.0,2/98,0.0204082,0.8732252,0.0020325,0.0023283,2.0
DrugEx_RNN_epsilon_0.6_1k_mean,dis,murcko,835.0,989.2,-,0.0152271,0.8440902,0.0012166,0.0011835,1.2
