name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
DrugEx_GT_epsilon_0.1_250k_3,dis,csk,51333,249794,29/47,0.6170212765957447,0.20550133309847315,0.05975588543500673,14085
