name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ACR,CwASo
REINVENT_10k_0,sim,murcko,"8,931.0","9,931.0",4/115,0.0347826,0.8993052,0.0100692,0.0004481,99.0
REINVENT_10k_1,sim,murcko,"9,496.0","9,924.0",0/100,0.0,0.9568722,0.0,0.0,0.0
REINVENT_10k_2,sim,murcko,"9,157.0","9,863.0",1/58,0.0172414,0.9284193,0.0002028,0.0001092,2.0
REINVENT_10k_3,sim,murcko,"9,476.0","9,965.0",2/51,0.0392157,0.9509282,0.0004016,0.0002111,4.0
REINVENT_10k_4,sim,murcko,"9,297.0","9,870.0",1/40,0.025,0.9419453,0.0002027,0.0001076,2.0
REINVENT_10k_mean,sim,murcko,"9,271.4","9,910.6",-,0.0232479,0.9354941,0.0021752,0.0001752,21.4
