chembl_id,pchembl_value,stand_value,canonical_smiles,scaffolds_csk
269,CHEMBL3895076,5.76,1720.0,N#Cc1ccc([C@@H]2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)nc1,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1
270,CHEMBL4111075,5.55,2810.0,CCS(=O)(=O)c1cc(C#N)ccc1[C@@H]1C2=C(CCC2=O)N(c2ccnc(C(F)(F)F)c2)C(=O)N1C,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1
271,CHEMBL3929258,5.47,3410.0,CN1C(=O)N(c2cccc(C(F)F)c2)C2=C(C(=O)CC2)[C@@H]1c1ccc(C#N)cc1,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1
272,CHEMBL2387711,5.08,8400.0,CC(C)(O)CCCC1(C)CCc2c(cc3c(c2O)C(=O)C[C@@H](c2ccc(O)c(O)c2)O3)O1,C1CCC(C2CCC3CC4CCCCC4CC3C2)CC1
273,CHEMBL4164709,4.75,17900.0,COc1cc([C@@H]2CC(=O)c3c(cc4c(c3O)CCC(C)(CCCC(C)(C)O)O4)O2)cc(O)c1O,C1CCC(C2CCC3CC4CCCCC4CC3C2)CC1
274,CHEMBL2387715,4.33,46600.0,COc1cc([C@H]2Oc3cc4c(c(O)c3C(=O)[C@@H]2O)CCC(C)(CCCC(C)(C)O)O4)ccc1O,C1CCC(C2CCC3CC4CCCCC4CC3C2)CC1
275,CHEMBL4161293,4.45,35600.0,CC(C)(O)CCCC1(C)CCc2c(cc3c(c2O)C(=O)[C@H](O)[C@@H](c2ccc(O)c(O)c2)O3)O1,C1CCC(C2CCC3CC4CCCCC4CC3C2)CC1
276,CHEMBL4167043,4.87,13600.0,C=C(C)C(O)CC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1cc(O)c(OC)c(O)c1)O2,C1CCC(C2CCC3CCCCC3C2)CC1
277,CHEMBL499116,4.81,15400.0,C=C(C)C(O)CC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)c(O)c1)O2,C1CCC(C2CCC3CCCCC3C2)CC1
278,CHEMBL4160635,5.62,2400.0,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCCC(C)(C)O)c3O)O2)cc(O)c1O,C1CCC(C2CCC3CCCCC3C2)CC1
279,CHEMBL4171240,5.17,6700.0,C/C(=C\Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)c(O)c1)O2)CCCC(C)(C)O,C1CCC(C2CCC3CCCCC3C2)CC1
280,CHEMBL4175745,4.13,74700.0,C/C(=C\Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2)CCCC(C)(C)O,C1CCC(C2CCC3CCCCC3C2)CC1
281,CHEMBL4167885,5.2,6300.0,COc1ccc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCCC(C)(C)O)c3O)O2)cc1O,C1CCC(C2CCC3CCCCC3C2)CC1
282,CHEMBL4167477,4.63,23300.0,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCCC(C)(C)O)c3O)O2)cc(OC)c1O,C1CCC(C2CCC3CCCCC3C2)CC1
283,CHEMBL2011404,4.23,59100.0,COc1ccc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc1O,C1CCC(C2CCC3CCCCC3C2)CC1
284,CHEMBL223256,4.64,22800.0,CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)c(O)c1)O2,C1CCC(C2CCC3CCCCC3C2)CC1
285,CHEMBL4174694,5.48,3300.0,COc1c(O)cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc1O,C1CCC(C2CCC3CCCCC3C2)CC1
286,CHEMBL463842,4.15,71300.0,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc(OC)c1O,C1CCC(C2CCC3CCCCC3C2)CC1
287,CHEMBL253152,5.11,7800.0,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)ccc1O,C1CCC(C2CCC3CCCCC3C2)CC1
288,CHEMBL50,4.84,14300.0,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,C1CCC(C2CCC3CCCCC3C2)CC1
289,CHEMBL151,4.9,12700.0,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,C1CCC(C2CCC3CCCCC3C2)CC1
290,CHEMBL28,4.34,46100.0,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,C1CCC(C2CCC3CCCCC3C2)CC1
291,CHEMBL4087435,4.19,64800.0,O=c1cc(-c2ccc(OS(=O)(=O)[O-])cc2)oc2cc(OS(=O)(=O)[O-])cc(OCCOc3cc(OS(=O)(=O)[O-])cc4oc(-c5ccc(OS(=O)(=O)[O-])cc5)cc(=O)c34)c12,C1CCC(C2CCC3C(CCCCC4CCCC5CC(C6CCCCC6)CCC45)CCCC3C2)CC1
292,CHEMBL4292937,5.22,6000.0,Cc1cccc(C(=O)n2cc(-c3cccnc3)c3cccnc32)c1,C1CCC(CC2CC(C3CCCCC3)C3CCCCC23)CC1
293,CHEMBL4293092,4.37,42600.0,Cc1cccc(C(=O)n2cc(-c3ccoc3)c3cccnc32)c1,C1CCC(CC2CC(C3CCCC3)C3CCCCC23)CC1
294,CHEMBL4279019,4.35,44800.0,Cc1cccc(C(=O)n2cc(-c3ccco3)c3cccnc32)c1,C1CCC(CC2CC(C3CCCC3)C3CCCCC23)CC1
295,CHEMBL4280717,5.17,6700.0,Cc1cccc(C(=O)n2cc(-c3cccc(C#N)c3)c3cccnc32)c1,C1CCC(CC2CC(C3CCCCC3)C3CCCCC23)CC1
296,CHEMBL4293605,5.44,3600.0,Cc1cccc(C(=O)n2cc(-c3noc(C)n3)c3cccnc32)c1,C1CCC(CC2CC(C3CCCC3)C3CCCCC23)CC1
297,CHEMBL4293196,5.75,1800.0,Cc1cccc(C(=O)n2cc(CNc3ccccc3)c3cccnc32)c1,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
298,CHEMBL4285372,5.62,2400.0,Cc1cccc(C(=O)n2cc(CN(C)c3ccccc3)c3cccnc32)c1,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
299,CHEMBL4281950,5.14,7300.0,Cc1cccc(C(=O)n2cc(I)c3cccnc32)c1,C1CCC(CC2CCC3CCCCC32)CC1
300,CHEMBL4281517,4.92,11900.0,Cc1cccc(C(=O)n2cc(Br)c3cccnc32)c1,C1CCC(CC2CCC3CCCCC32)CC1
301,CHEMBL4292142,4.54,28500.0,Cc1cccc(C(=O)n2cc(Cl)c3cccnc32)c1,C1CCC(CC2CCC3CCCCC32)CC1
302,CHEMBL4292577,4.42,38500.0,CCOC(=O)c1cn(C(=O)c2ccc(C#N)cc2)c2ncccc12,C1CCC(CC2CCC3CCCCC32)CC1
303,CHEMBL4288085,4.94,11500.0,CCOC(=O)c1cn(C(=O)c2cccc(C#N)c2)c2ncccc12,C1CCC(CC2CCC3CCCCC32)CC1
304,CHEMBL4293138,5.47,3400.0,CCCC(=O)n1cc(C#N)c2cccnc21,C1CCC2CCCC2C1
305,CHEMBL4285930,5.62,2400.0,CC(=O)n1cc(C#N)c2cccnc21,C1CCC2CCCC2C1
306,CHEMBL4277998,5.82,1500.0,N#Cc1cn(C(=O)C2CCCCC2)c2ncccc12,C1CCC(CC2CCC3CCCCC32)CC1
307,CHEMBL4289334,5.58,2600.0,N#Cc1cn(C(=O)C2CCCC2)c2ncccc12,C1CCC(CC2CCC3CCCCC32)C1
308,CHEMBL4292743,5.82,1500.0,N#Cc1cn(C(=O)c2ccc(C(F)(F)F)cc2)c2ncccc12,C1CCC(CC2CCC3CCCCC32)CC1
309,CHEMBL4284873,5.75,1800.0,N#Cc1cn(C(=O)c2cccc(C(F)(F)F)c2)c2ncccc12,C1CCC(CC2CCC3CCCCC32)CC1
310,CHEMBL4282252,4.9,12600.0,N#Cc1ccc(C(=O)n2cc(C#N)c3cccnc32)cc1,C1CCC(CC2CCC3CCCCC32)CC1
311,CHEMBL4290118,4.72,19100.0,N#Cc1cccc(C(=O)n2cc(C#N)c3cccnc32)c1,C1CCC(CC2CCC3CCCCC32)CC1
312,CHEMBL63677,5.88,1330.0,O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12,C1CCC(C2CCC3CC(C4CCCC(C5CCC6CCCCC6C5)C4)CCC3C2)CC1
313,CHEMBL63354,5.9,1270.0,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,C1CCC(C2CCC3CCCC(C4CCCC(C5CCC6CCCCC6C5)C4)C3C2)CC1
314,CHEMBL4523005,4.66,21700.0,O=c1c(OS(=O)(=O)[O-])c(-c2ccc(OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])c2)oc2c(OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])cc(OS(=O)(=O)[O-])c12,C1CCC(C2CCC3CCCCC3C2)CC1
315,CHEMBL365781,4.44,36100.0,CC(SC1=CC(=O)c2ccccc2C1=O)C(=O)O,C1CCC2CCCCC2C1
316,CHEMBL4549217,5.63,2340.0,CNC(=O)O[C@@H](CC(C)C)c1nc([C@@H](O)[C@@H](C)/C=C/C=C(\C)[C@@H](OC)[C@@H](C)[C@H](O)/C=C/C(C)=C\C(C)=C/[C@H](C)[C@H](O)/C=C(C)/C=C/CC(=O)OC)cs1,C1CCCC1
317,CHEMBL4471610,5.23,5850.0,CO[C@@H]1/C(C)=C/C=C/CCOC(=O)C/C=C/C(C)=C/[C@@H](O)[C@@H](C)/C=C(C)\C=C(C)/C=C/[C@@H](O)[C@@H]1C,C1CCCCCCCCCCCCCCCCCCCCCCC1
318,CHEMBL4447903,5.81,1540.0,CNC(=O)O[C@@H](CC(C)C)c1nc([C@H]2OC(=O)C/C=C/C(C)=C/[C@@H](O)[C@@H](C)/C=C(C)\C=C(C)/C=C/[C@@H](O)[C@H](C)[C@H](O)/C(C)=C/C=C/[C@@H]2C)cs1,C1CCCCCCCCCCCC(C2CCCC2)CCCCCCCCCCC1
319,CHEMBL4483732,5.0,10000.0,C/C=C1\NC(=O)[C@@H](NC(C)=O)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O,C1CCCCCCC2CCCC(C2)C(CC2CCCCC2)CCC(CC2CCCCC2)CCCCC1
320,CHEMBL4474485,5.57,2700.0,OB1c2sccc2C=NN1Cc1ccccc1,C1CCC(CC2CCC3CCCC3C2)CC1
321,CHEMBL4462682,5.25,2350.0,CCC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CC(CCCC2CCCC2)CC2CCCCC2)CC1
322,CHEMBL4472622,5.58,2600.0,CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)c1nc2ccccc2s1,C1CCC(CCCCC2CC3CCCCC3C2)C1
323,CHEMBL4469190,5.32,4830.0,CCC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)c1nc2ccccc2s1,C1CCC(CCCCC2CC3CCCCC3C2)C1
324,CHEMBL4561326,5.87,1350.0,CC(=O)C(=O)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C,C1CCCC1
325,CHEMBL4435385,5.33,4710.0,CCC(=O)C(=O)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C,C1CCCC1
326,CHEMBL4579813,5.3,5011.87,N=C(N)c1ccc(C2Cc3ccccc3B(O)O2)cc1OCc1cccnc1,C1CCC(CCC2CCCC(C3CCC4CCCCC4C3)C2)CC1
327,CHEMBL4535907,5.2,6309.57,N=C(N)c1ccc(C2Cc3ccccc3B(O)O2)cc1OCc1ccccc1Cl,C1CCC(CCC2CCCC(C3CCC4CCCCC4C3)C2)CC1
328,CHEMBL4517343,4.8,15848.93,N=C(N)c1ccc(C2Cc3ccccc3B(O)O2)cc1OCc1cccc(Cl)c1,C1CCC(CCC2CCCC(C3CCC4CCCCC4C3)C2)CC1
329,CHEMBL4436048,4.9,12589.25,N=C(N)c1ccc(CC2OB(O)c3ccccc32)cc1OCc1cccnc1,C1CCC(CCC2CCCC(CC3CCC4CCCCC43)C2)CC1
330,CHEMBL4543039,5.8,1584.89,N=C(N)c1ccc(CC2OB(O)c3cc(F)ccc32)cc1OCc1cccnc1,C1CCC(CCC2CCCC(CC3CCC4CCCCC43)C2)CC1
331,CHEMBL4464120,4.5,31622.78,N=C(N)c1ccc(C2Cc3ccc(F)cc3B(O)O2)cc1OCc1cccnc1,C1CCC(CCC2CCCC(C3CCC4CCCCC4C3)C2)CC1
332,CHEMBL4448315,4.0,100000.0,N=C(N)c1ccc(CC2OB(O)c3ccc(F)cc32)cc1OCc1cccnc1,C1CCC(CCC2CCCC(CC3CCC4CCCCC43)C2)CC1
333,CHEMBL4536142,4.6,25118.86,Cc1ccc2c(c1)C(Cc1ccc(C(=N)N)c(OCc3cccnc3)c1)OB2O,C1CCC(CCC2CCCC(CC3CCC4CCCCC43)C2)CC1
334,CHEMBL4461533,5.9,1258.93,N=C(N)c1ccc(C2Cc3cc(Cl)c(F)cc3B(O)O2)cc1OCc1cccnc1,C1CCC(CCC2CCCC(C3CCC4CCCCC4C3)C2)CC1
335,CHEMBL4476255,4.26,55000.0,COc1cc(C(=O)N2C[C@@H](n3cc(C4CC4)nn3)C[C@H]2C(=O)NCC(c2ccccc2)c2ccccc2)ccc1CN,C1CCC(CC2CC(C3CCC(C4CC4)C3)CC2CCCC(C2CCCCC2)C2CCCCC2)CC1
336,CHEMBL4784285,5.82,1500.0,Cc1ccc(C(=O)n2nc(C#N)c3cccnc32)cc1,C1CCC(CC2CCC3CCCCC32)CC1
337,CHEMBL4790493,5.96,1100.0,N#Cc1nn(C(=O)C2CCCCC2)c2ncccc12,C1CCC(CC2CCC3CCCCC32)CC1
338,CHEMBL4740321,5.7,2000.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ncccc12,C1CCC(CC2CCC3CCCCC32)CC1
339,CHEMBL4783275,5.0,9900.0,Nc1nn(C(=O)C2CC2)c2ncccc12,C1CCC2C(C1)CCC2CC1CC1
340,CHEMBL4787564,5.82,1500.0,O=C(NC1CC1)c1nn(C(=O)C2CC2)c2ncccc12,C1CCC2C(CC3CC3)CC(CCC3CC3)C2C1
341,CHEMBL4780137,4.6,25200.0,CC(=O)n1nc(C(=O)Nc2cccc(C)c2)c2cccnc21,C1CCC(CCC2CCC3CCCCC32)CC1
342,CHEMBL4786666,5.1,7900.0,O=C(C1CC1)n1ccc2nccnc21,C1CCC2C(C1)CCC2CC1CC1
343,CHEMBL4874099,4.89,12810.0,CC(C)C(NC(=O)Cn1cccc(NC(=O)Oc2ccccc2)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CCCC2CCCC(CCCCC(CC3CCCCC3)CC3CCCCC3)C2)CC1
344,CHEMBL4864962,5.44,3600.0,CC(C)C(NC(=O)C(C)n1cccc(NC(=O)Oc2ccccc2)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CCCC2CCCC(CCCCC(CC3CCCCC3)CC3CCCCC3)C2)CC1
345,CHEMBL4877732,5.18,6640.0,CC(C)C(NC(=O)C(C)n1cccc(NC(=O)OC(C)(C)C)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CCCCC(CC2CCCCC2)CC2CCCCC2)CC1
346,CHEMBL4878469,4.78,16480.0,CCC(C)C(NC(=O)Cn1cccc(NC(=O)Oc2ccccc2)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CCCC2CCCC(CCCCC(CC3CCCCC3)CC3CCCCC3)C2)CC1
347,CHEMBL4856083,4.67,21470.0,CCC(C)C(NC(=O)C(C)n1cccc(NC(=O)Oc2ccccc2)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CCCC2CCCC(CCCCC(CC3CCCCC3)CC3CCCCC3)C2)CC1
348,CHEMBL4849209,4.87,13370.0,CCC(C)C(NC(=O)C(C)n1cccc(NC(=O)OC(C)(C)C)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CCCCC(CC2CCCCC2)CC2CCCCC2)CC1
349,CHEMBL4861269,5.22,6010.0,CC(C)C(NC(=O)[C@H](C)n1cccc(NC(=O)Oc2ccccc2)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CCCC2CCCC(CCCCC(CC3CCCCC3)CC3CCCCC3)C2)CC1
350,CHEMBL4861664,4.6,24970.0,CCC(C)C(NC(=O)[C@H](C)n1cccc(NC(=O)Oc2ccccc2)c1=O)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CCCC2CCCC(CCCCC(CC3CCCCC3)CC3CCCCC3)C2)CC1
351,CHEMBL4872003,5.11,7690.0,CCC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)C(C)(C)C)C(C)(C)C)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CC(CCCC2CCCC2)CC2CCCCC2)CC1
352,CHEMBL4855269,5.93,1170.0,CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CC(CCCC2CCCC2)CC2CCCCC2)CC1
353,CHEMBL4874616,5.25,5660.0,CCC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)P(=O)(Oc1ccccc1)Oc1ccccc1,C1CCC(CC(CCCC2CCCC2)CC2CCCCC2)CC1
354,CHEMBL4879313,5.87,1350.0,CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)P(=O)(Oc1ccccc1)Oc1ccccc1,C(CCCC1CCCC1CCCC(CC1CCCCC1)CC1CCCCC1)CCC1CCCCC1
355,CHEMBL4847846,5.61,2470.0,CCC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)P(=O)(Oc1ccccc1)Oc1ccccc1,C(CCCC1CCCC1CCCC(CC1CCCCC1)CC1CCCCC1)CCC1CCCCC1
