chembl_id,pchembl_value,stand_value,canonical_smiles,scaffolds_csk
131,CHEMBL313537,5.7,2000.0,CC[C@H]1C(=O)N2C(C(=O)OC(C)(C)C)=C(COC(C)=O)CS(=O)(=O)[C@H]12,C1CCC2CCC2C1
132,CHEMBL308783,5.7,2000.0,CCO[C@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12,C1CCC(CCCC2CCC3CCC23)CC1
133,CHEMBL83814,5.0,10000.0,CCC(=O)O[C@H]1C(=O)N2C(C(=O)OC(C)(C)C)=C(COC(C)=O)CS(=O)(=O)[C@H]12,C1CCC2CCC2C1
134,CHEMBL74769,5.3,5000.0,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](OC(=O)COc3ccccc3)[C@H]2S1(=O)=O,C1CCC(CCCCC2CC3C(CCCC4CCCCC4)CCC23)CC1
135,CHEMBL2115562,5.52,3000.0,CCSC1=C(C(=O)OCc2ccccc2)N2C(=O)[C@H](C(C)C)[C@H]2S1,C1CCC(CCCC2CCC3CCC23)CC1
136,CHEMBL82775,5.22,6000.0,CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@H](OC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1,C1CCC(CCCCC2CC3CCCCC23)CC1
137,CHEMBL2115522,4.82,15000.0,CC1=C(C(=O)OCc2ccccc2)N2C(=O)CC2[S+]1[O-],C1CCC(CCCC2CCC3CCC23)CC1
138,CHEMBL85275,4.7,20000.0,CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@H](F)[C@H]2SC1,C1CCC2CCC2C1
139,CHEMBL315737,5.7,2000.0,CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@H](NC(=O)C(F)(F)F)[C@H]2S(=O)(=O)C1,C1CCC2CCC2C1
140,CHEMBL308355,4.7,20000.0,COC(=O)[C@@H]1N2C(=O)[C@H](OC)[C@H]2S(=O)(=O)C1(C)C,C1CC2CCC2C1
141,CHEMBL311459,4.7,20000.0,CC1=C(C(=O)OCc2ccccc2)N2C(=O)C(C(C)C)[C@H]2S1,C1CCC(CCCC2CCC3CCC23)CC1
142,CHEMBL318067,4.52,30000.0,CC(=O)C(C(=O)OCc1ccccc1)C1=C(Cl)C(=O)c2ccccc2C1=O,C1CCC(CCCCC2CCC3CCCCC3C2)CC1
143,CHEMBL308061,5.7,2000.0,CCOC1=C(C(=O)OCc2ccccc2)N2C(=O)C(C(C)C)[C@H]2S1,C1CCC(CCCC2CCC3CCC23)CC1
144,CHEMBL306533,5.7,2000.0,CCSC1=C(C(=O)OCc2ccccc2)N2C(=O)C(C(C)O)[C@H]2S1,C1CCC(CCCC2CCC3CCC23)CC1
145,CHEMBL308161,5.52,3000.0,CC1(C)[C@H](C(=O)OCC(F)(F)F)N2C(=O)[C@@H](NC(=O)C(F)(F)F)[C@H]2S1(=O)=O,C1CC2CCC2C1
146,CHEMBL2115523,5.0,10000.0,C[C@@H](OC(=O)NCc1ccccc1)[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12,C1CCC(CCCCCC2CC3C(CCCC4CCCCC4)CCC23)CC1
147,CHEMBL313683,4.96,11000.0,CCCC[C@@H]1C(=O)N([C@@H](C2SCCCS2)C2OC(C)(C)OC2C2COC(C)(C)O2)[C@@H]1/C(C)=C/c1ccccc1,C1CCC(CCC2CCC2C(C2CCCCC2)C2CCCC2C2CCCC2)CC1
148,CHEMBL82333,4.89,13000.0,CCCC[C@H]1C(=O)N([C@@H](C2SCCCS2)C2OC(C)(C)OC2C2COC(C)(C)O2)[C@H]1/C(C)=C/c1ccccc1,C1CCC(CCC2CCC2C(C2CCCCC2)C2CCCC2C2CCCC2)CC1
149,CHEMBL84758,5.8,1600.0,CO[C@@H]1C(=O)N(C(C)=O)[C@@H]1c1ccccc1,C1CCC(C2CCC2)CC1
150,CHEMBL85693,4.37,43000.0,CCCC[C@@H]1C(=O)N(C(C)=O)[C@@H]1/C(C)=C/c1ccccc1,C1CCC(CCC2CCC2)CC1
151,CHEMBL313838,4.12,76000.0,CO[C@H]1C(=O)N([C@@H](C2SCCCS2)C2OC(C)(C)OC2C2COC(C)(C)O2)[C@H]1/C=C/c1ccccc1,C1CCC(CCC2CCC2C(C2CCCCC2)C2CCCC2C2CCCC2)CC1
152,CHEMBL314222,4.75,18000.0,CO[C@@H]1C(=O)N([C@@H](C2SCCCS2)C2OC(C)(C)OC2C2COC(C)(C)O2)[C@@H]1/C(C)=C/c1ccccc1,C1CCC(CCC2CCC2C(C2CCCCC2)C2CCCC2C2CCCC2)CC1
153,CHEMBL418925,4.35,45000.0,CCCC[C@@H]1C(=O)N(C(C)=O)[C@@H]1C(C)=O,C1CCC1
154,CHEMBL431207,5.85,1400.0,CO[C@@H]1C(=O)N(C(C)=O)[C@@H]1/C(C)=C/c1ccccc1,C1CCC(CCC2CCC2)CC1
155,CHEMBL310133,4.03,94000.0,CO[C@@H]1C(=O)N(C(C)=O)[C@@H]1C(C)=O,C1CCC1
156,CHEMBL93727,5.05,9000.0,CCC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(CC(=O)O)cc1)c1ccc(C)cc1,C1CCC(CCCC2CCC2CC2CCCCC2)CC1
157,CHEMBL172713,4.12,75000.0,CC(=O)Oc1ccc2c(c1)c1c(=O)oc(=O)[nH]c1n2Cc1ccccc1,C1CCC(CC2C3CCCCC3C3CCCCC32)CC1
158,CHEMBL174436,4.04,92000.0,CC(=O)Oc1ccc2c(c1)c1c(=O)oc(=O)[nH]c1n2CCc1ccccc1,C1CCC(CCC2C3CCCCC3C3CCCCC32)CC1
159,CHEMBL40840,5.75,1800.0,CCCCOC(=O)Oc1cc(C)cc2c1C(=O)c1c(OC(=O)OCCCC)cc(OCCC)cc1C2=O,C1CCC2CC3CCCCC3CC2C1
160,CHEMBL440290,5.6,2500.0,CCCCOC(=O)Oc1cc(C)cc2c1C(=O)c1c(OC(=O)OCCCC)cc(OC)cc1C2=O,C1CCC2CC3CCCCC3CC2C1
161,CHEMBL42302,4.96,11000.0,Cc1ccc2c(c1O)C(=O)c1ccccc1C2=O,C1CCC2CC3CCCCC3CC2C1
162,CHEMBL43177,5.18,6600.0,O=C1c2ccccc2C(=O)c2c1ccc(Cc1ccccc1)c2O,C1CCC(CC2CCC3CC4CCCCC4CC3C2)CC1
163,CHEMBL40805,5.22,6000.0,CCCCCCc1ccc2c(c1O)C(=O)c1c(OC)cccc1C2=O,C1CCC2CC3CCCCC3CC2C1
164,CHEMBL2370193,5.17,6700.0,CCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C,C1CCCC1
165,CHEMBL302630,4.85,14000.0,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](Cl)[C@H]2S1(=O)=O,C1CCC(CCCC2CCC3CCC23)CC1
166,CHEMBL341885,5.84,1440.0,O=C(CCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,C(CCCCCC1CCCCC1)CCCCCC1CC2CCCCC2C1
167,CHEMBL144342,5.58,2660.0,O=C(Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)OCc1ccccc1,C1CCC(CCCCC2CCC(CCCC3CC4CCCCC4C3)CC2)CC1
168,CHEMBL344560,5.65,2260.0,O=C(CCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,C(CCCCC1CCCCC1)CCCCC1CC2CCCCC2C1
169,CHEMBL345509,5.11,7800.0,CC(C)CCOc1cccc2oc(C(=O)[C@@H](NC(=O)OCc3ccccc3)C(C)C)nc12,C(CCCC1CC2CCCCC2C1)CCC1CCCCC1
170,CHEMBL386313,4.81,15500.0,Cc1ccc(C)n1-c1ccc(SCC(=O)O)cc1,C1CCC(C2CCCC2)CC1
171,CHEMBL383943,5.17,6700.0,O=C(/C=C/c1ccco1)C(C(=O)/C=C/c1ccco1)=C1SCCCS1,C1CCC(C(CCCC2CCCC2)CCCC2CCCC2)CC1
172,CHEMBL378575,4.07,84800.0,O=C1NC(=S)N/C1=C\c1ccc(O)cc1O,C1CCC(CC2CCCC2)CC1
173,CHEMBL213158,4.12,75800.0,CSc1ccc(/C=C2\N=CN(NS(=O)(=O)c3ccc(Cl)c(C(=O)O)c3)C2=O)cc1,C1CCC(CCC2CCC(CC3CCCCC3)C2)CC1
174,CHEMBL212852,4.11,78300.0,CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2)s1,C1CCC(CCCC2CCC(CCC3CCCC3)CC2)CC1
175,CHEMBL212723,4.29,51500.0,Cc1ccc(C)n1-c1ccc(C(=O)O)c(O)c1,C1CCC(C2CCCC2)CC1
176,CHEMBL213144,4.28,52200.0,CC1=C(C#N)C(=O)NC(=O)/C1=C\c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
177,CHEMBL385899,4.05,89800.0,O=C1NN(c2ccc(Cl)c(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccc(Cl)cc2)o1,C1CCC(C2CCC(CC3CCC(C4CCCCC4)C3)C2)CC1
178,CHEMBL215448,4.71,19600.0,O=C(O)c1cc(Cl)ccc1-c1ccc(/C=c2\sc3nc(=O)c4c5c(sc4n3c2=O)CCCC5)o1,C1CCC(C2CCC(CC3CC4CCC5C6CCCCC6CC5C4C3)C2)CC1
179,CHEMBL270515,5.45,3550.0,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,C1CCC(C2CCCCC2)CC1
180,CHEMBL261166,5.81,1560.0,CC1(C)C2CC[C@]1(C)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C2,C1CCC(CCCCC2CC3CCC2C3)CC1
181,CHEMBL1162477,5.72,1900.0,N#C[C@]1(NC(=O)[C@@H](N)Cc2ccccc2F)C[C@H]1c1ccccc1,C1CCC(CCCCC2CC2C2CCCCC2)CC1
182,CHEMBL461946,4.48,33000.0,CC1=C(c2ccccc2)C(=O)N(c2c(F)c(F)nc(F)c2F)S1(=O)=O,C1CCC(C2CCC(C3CCCCC3)C2)CC1
183,CHEMBL461945,5.51,3100.0,O=C1C2=C(CCCC2)S(=O)(=O)N1c1c(F)c(F)nc(F)c1F,C1CCC(C2CC3CCCCC3C2)CC1
184,CHEMBL562191,4.82,15000.0,COc1cc(C(C)(C)C)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1
185,CHEMBL557316,5.89,1300.0,COc1cc(C2CCC2)c2c(=O)oc(-c3cccnc3N3CCC(C(=O)O)CC3)nc2c1,C1CCC(C2CCCCC2C2CCC3C(CCCC3C3CCC3)C2)CC1
186,CHEMBL561388,5.58,2600.0,CCc1cc(N(C)C)cc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,C1CCC(C2CCC(C3CCCCC3C3CCC4CCCCC4C3)CC2)CC1
187,CHEMBL561190,5.28,5300.0,CCc1cc(N(C)C)cc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1
188,CHEMBL551606,5.09,8100.0,Cc1cccc2nc(-c3cccnc3NCCN(C)C)oc(=O)c12,C1CCC(C2CCC3CCCCC3C2)CC1
189,CHEMBL559539,5.22,6000.0,Cc1cccc2nc(-c3cccnc3NCCN3CCOCC3)oc(=O)c12,C1CCC(CCCC2CCCCC2C2CCC3CCCCC3C2)CC1
190,CHEMBL563440,5.03,9300.0,O=c1oc(-c2cccnc2Oc2ccccc2)nc2ccccc12,C1CCC(CC2CCCCC2C2CCC3CCCCC3C2)CC1
191,CHEMBL578159,4.07,85113.8,N#Cc1nc(Nc2cc(F)cc(F)c2)c2ncn(CC(F)F)c2n1,C1CCC(CC2CCCC3CCCC32)CC1
192,CHEMBL447012,4.75,18000.0,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=C[C@@H](OC(=O)/C=C/c3ccc(OC)cc3)[C@H]12,C1CCC(CCCCC2CCC3C(CC4CCCCC4)CCCC23)CC1
193,CHEMBL297453,4.89,12800.0,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,C1CCC(CCC2CC3CCCCC3CC2C2CCCCC2)CC1
194,CHEMBL190503,4.15,95219.3,O=S(=O)(F)Cc1ccccc1,C1CCCCC1
195,CHEMBL1835010,5.03,9280.0,Cc1cc(O)c2c3c(c(O)c4c(c13)O[C@@H](C)C4(C)C)NC2=O,C1CC2CC3CCC4CCCC(C2C1)C43
196,CHEMBL218394,4.77,17000.0,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,C(CCC1CCC2CC12)CC1CCC1
197,CHEMBL1808477,4.47,34000.0,Cc1ccccc1C(=O)n1nc(C(=O)Nc2ccccc2)c2ccccc21,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
198,CHEMBL1808479,4.54,29000.0,Cc1ccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)cc1,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
199,CHEMBL1808481,5.41,3900.0,O=C(Nc1ccccc1)c1nn(C(=O)c2cccc(Cl)c2)c2ccccc12,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
200,CHEMBL1808482,5.21,6100.0,O=C(Nc1ccccc1)c1nn(C(=O)c2ccc(Cl)cc2)c2ccccc12,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
201,CHEMBL1808483,4.96,11000.0,O=C(Nc1ccccc1)c1nn(C(=O)c2cccc([N+](=O)[O-])c2)c2ccccc12,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
202,CHEMBL1808485,5.23,5900.0,O=C(Nc1ccccc1)c1nn(C(=O)c2cccc(F)c2)c2ccccc12,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
203,CHEMBL1808486,5.09,8100.0,O=C(Nc1ccccc1)c1nn(C(=O)c2ccc(F)cc2)c2ccccc12,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
204,CHEMBL1808487,5.75,1800.0,COc1cccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)c1,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
205,CHEMBL1808488,4.42,38000.0,N#Cc1ccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)cc1,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
206,CHEMBL1808490,5.51,3100.0,O=C(Nc1ccccc1)c1nn(C(=O)c2ccsc2)c2ccccc12,C1CCC(CCC2CC(CC3CCCC3)C3CCCCC23)CC1
207,CHEMBL1808491,4.48,33000.0,O=C(Nc1ccccc1)c1nn(C(=O)c2ccc3c(c2)OCO3)c2ccccc12,C1CCC(CCC2CC(CC3CCC4CCCC4C3)C3CCCCC23)CC1
208,CHEMBL1808492,4.6,25000.0,O=C(Nc1ccccc1)c1nn(C(=O)c2cccc3ccccc23)c2ccccc12,C1CCC(CCC2CC(CC3CCCC4CCCCC43)C3CCCCC23)CC1
209,CHEMBL1808493,5.51,3100.0,Nc1cccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)c1,C1CCC(CCC2CC(CC3CCCCC3)C3CCCCC23)CC1
210,CHEMBL1808495,4.28,52000.0,CCOC(=O)c1nn(C(=O)c2ccccc2C)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
211,CHEMBL1808497,4.44,36000.0,CCOC(=O)c1nn(C(=O)c2ccc(C)cc2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
212,CHEMBL1808499,5.77,1700.0,CCOC(=O)c1nn(C(=O)c2cccc(Cl)c2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
213,CHEMBL1808500,4.72,19000.0,CCOC(=O)c1nn(C(=O)c2ccc(Cl)cc2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
214,CHEMBL1808503,5.77,1700.0,CCOC(=O)c1nn(C(=O)c2cccc(F)c2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
215,CHEMBL1808504,5.24,5700.0,CCOC(=O)c1nn(C(=O)c2ccc(F)cc2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
216,CHEMBL1808505,4.42,38000.0,CCOC(=O)c1nn(C(=O)c2ccc(C#N)cc2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
217,CHEMBL1808508,4.55,28000.0,CCOC(=O)c1nn(C(=O)c2ccc3c(c2)OCO3)c2ccccc12,C1CC2CCC(CC3CCC4CCCCC43)CC2C1
218,CHEMBL1808512,5.8,1600.0,CCOC(=O)c1nn(C(=O)c2cccc(N)c2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
219,CHEMBL1808520,5.72,1900.0,CCCOC(=O)c1nn(C(=O)c2cccc(OC)c2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
220,CHEMBL1808521,5.72,1900.0,CCCOC(=O)c1nn(C(=O)c2ccsc2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)C1
221,CHEMBL1808533,5.32,4800.0,CCOC(=O)c1nn(C(C)=O)c2ccccc12,C1CCC2CCCC2C1
222,CHEMBL1808545,4.66,22000.0,Cc1cccc(C(=O)n2nc(C)c3ccccc32)c1,C1CCC(CC2CCC3CCCCC32)CC1
223,CHEMBL1808547,5.0,10000.0,Cc1cccc(C(=O)n2ncc3ccccc32)c1,C1CCC(CC2CCC3CCCCC32)CC1
224,CHEMBL1835012,5.52,3010.0,C[C@@H]1OC2=C(C(=O)C(=N)c3c(O)c(O)cc(C=O)c32)C1(C)C,C1CCC2C(C1)CCC1CCCC12
225,CHEMBL2029554,4.81,15600.0,CC1(C)OC(=O)N(Cc2ccccc2)C1=O,C1CCC(CC2CCCC2)CC1
226,CHEMBL2029556,4.99,10200.0,COc1ccc(C(=O)N2C(=O)OC(C)(C)C2=O)cc1,C1CCC(CC2CCCC2)CC1
227,CHEMBL2029557,5.58,2600.0,Cc1ccc(S(=O)(=O)N2C(=O)OC(C)(C)C2=O)cc1,C1CCC(CC2CCCC2)CC1
228,CHEMBL2029559,4.81,15600.0,COc1ccc(C(=O)N2C(=O)OC(c3ccccc3)C2=O)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
229,CHEMBL2182020,4.29,51000.0,CCCCNC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H](C)CC,C1CCCCC1
230,CHEMBL2182019,4.85,14000.0,CCCCNC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)Cc1ccc2ccccc2c1)[C@@H](C)CC,C1CCC2CCCCC2C1
231,CHEMBL2182018,4.85,14000.0,CCCCNC(=O)CC[Si](c1ccccc1)(c1ccccc1)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)Cc1ccc2ccccc2c1)[C@@H](C)CC,C(CCCC1CCC2CCCCC2C1)CCCC(C1CCCCC1)C1CCCCC1
232,CHEMBL2182017,4.41,39000.0,CC[C@H](C)[C@H](NC(=O)Cc1ccc2ccccc2c1)C(=O)N[C@@H](CC(C)C)[Si](C)(O)O,C1CCC2CCCCC2C1
233,CHEMBL2182014,4.42,38000.0,CCCCNC(=O)CC[Si](O)(O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H](C)CC,C1CCCCC1
234,CHEMBL2182013,4.8,16000.0,CCCCNC(=O)CC[Si](O)(O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2c1)[C@@H](C)CC,C1CCC2CCCCC2C1
235,CHEMBL245930,4.0,100000.0,CC[C@@H](NC(=O)N1CC(=O)NC[C@@H](Cc2cc(Cl)ccc2OC)C1=O)c1ccc(C(=O)O)c(N)c1,C1CCC(CCCC2CCCCC(CC3CCCCC3)C2)CC1
236,CHEMBL2409425,5.19,6400.0,CC(=O)OCc1nn(C(=O)c2cccc(C)c2)c2ccccc12,C1CCC(CC2CCC3CCCCC32)CC1
237,CHEMBL2409424,4.9,12500.0,Cc1cccc(C(=O)n2nc(C(N)=O)c3ccccc32)c1,C1CCC(CC2CCC3CCCCC32)CC1
238,CHEMBL2409443,5.19,6400.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(O)cc12,C1CCC(CC2CCC3CCCCC32)CC1
239,CHEMBL2441773,5.11,7800.0,CCCC(NC(=O)C1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c2cnccn2)C2CCCCC2)C(C)(C)C)CC12CCCCC2)C(=O)C(=O)NC1CC1,C(CCCC1C(CCCCC(CCC2CCCCC2)C2CCCCC2)CC12CCCCC2)CCC1CC1
240,CHEMBL3093805,4.745,18000.0,O=C(Oc1coc(CSc2nnc(NC(=O)C3CC3)s2)cc1=O)c1cccc(F)c1,C1CCC(CCC2CCC(CCC3CCC(CCC4CC4)C3)CC2)CC1
241,CHEMBL3093807,5.61,2460.0,COc1ccccc1C(=O)Oc1cn(-c2ccccc2)c(CSc2nc3ccccc3s2)cc1=O,C1CCC(CCC2CCC(CCC3CC4CCCCC4C3)C(C3CCCCC3)C2)CC1
242,CHEMBL3093811,5.29,5190.0,O=C(Oc1cn(-c2ccccc2)c(CSc2nc3ccccc3o2)cc1=O)c1ccccc1,C1CCC(CCC2CCC(CCC3CC4CCCCC4C3)C(C3CCCCC3)C2)CC1
243,CHEMBL3093813,5.34,4600.0,CCC(CC)C(=O)Oc1cn(-c2ccccc2)c(CSc2nc3ccccc3o2)cc1=O,C1CCC(C2CCCCC2CCC2CC3CCCCC3C2)CC1
244,CHEMBL3093812,5.92,1200.0,CC(C)(C)C(=O)Oc1cn(-c2ccccc2)c(CSc2nc3ccccc3o2)cc1=O,C1CCC(C2CCCCC2CCC2CC3CCCCC3C2)CC1
245,CHEMBL3091487,5.92,1190.0,CCC(CC)C(=O)Oc1coc(CSc2nc3ccccc3s2)cc1=O,C1CCC(CCC2CC3CCCCC3C2)CC1
246,CHEMBL3093818,4.84,14300.0,O=C(Oc1coc(CSc2nnc(-c3ccccc3)s2)cc1=O)c1ccccc1,C1CCC(CCC2CCC(CCC3CCC(C4CCCCC4)C3)CC2)CC1
247,CHEMBL3093819,5.05,8900.0,CCC(CC)C(=O)Oc1coc(CSc2nnc(-c3ccccc3)s2)cc1=O,C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
248,CHEMBL3093820,5.39,4100.0,CC(C)(C)C(=O)Oc1coc(CSc2nnc(-c3ccccc3)s2)cc1=O,C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
249,CHEMBL3219670,4.49,32100.0,CCOC(=O)C(CSCc1ccccc1)NC(=O)c1coc(-c2ccc(N)cc2)n1,C(CCCC1CCC(C2CCCCC2)C1)CCC1CCCCC1
250,CHEMBL3219672,4.57,26900.0,Nc1nnc(SC(C(=O)Nc2cc(Cl)cc(Cl)c2)c2ccccc2)[nH]1,C1CCC(CCC(CC2CCCC2)C2CCCCC2)CC1
251,CHEMBL3219674,4.75,17600.0,Nc1c(C(=O)NCc2cccs2)c2nc3ccccc3nc2n1/N=C/c1ccccn1,C1CCC(CCC2CC(CCCC3CCCC3)C3CC4CCCCC4CC23)CC1
252,CHEMBL3219678,4.69,20300.0,COC(=O)CCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)CCl,C1CCCC1
253,CHEMBL3398160,5.43,3690.0,COC(=O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C(F)(F)F)cc1,C1CCC(CCC2CCCCC2)CC1
254,CHEMBL3398156,5.91,1230.0,CCCOC(=O)c1ccccc1NC(=O)c1ccc(OC(=O)C(C)(C)C)cc1,C1CCC(CCC2CCCCC2)CC1
255,CHEMBL3398146,5.65,2240.0,CCCCC(=O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,C1CCC(CCC2CCCCC2)CC1
256,CHEMBL3125348,5.54,2910.0,O=[N+]([O-])c1ccc2nc(-c3ccc(O)cc3)cc(-c3ccccc3)c2c1,C1CCC(C2CC3CCCCC3C(C3CCCCC3)C2)CC1
257,CHEMBL3125346,5.38,4220.0,Clc1ccc2nc(-c3c[nH]c4ccccc34)cc(-c3ccccc3)c2c1,C1CCC(C2CC(C3CCC4CCCCC43)CC3CCCCC32)CC1
258,CHEMBL1946826,5.54,2900.0,CN(C)c1ccc(/C=C2\Oc3ccccc3C2=O)cc1,C1CCC(CC2CC3CCCCC3C2)CC1
259,CHEMBL3262099,5.85,1400.0,O=C1/C(=C/c2ccc(Nc3ccccc3)cc2)Oc2ccccc21,C1CCC(CC2CCC(CC3CC4CCCCC4C3)CC2)CC1
260,CHEMBL3262096,5.36,4400.0,O=C1/C(=C/c2ccc(Cc3ccccc3)cc2)Oc2ccccc21,C1CCC(CC2CCC(CC3CC4CCCCC4C3)CC2)CC1
261,CHEMBL3262106,5.96,1100.0,O=Cc1ccc(-c2cccc(/C=C3\Oc4ccccc4C3=O)c2)cc1,C1CCC(C2CCCC(CC3CC4CCCCC4C3)C2)CC1
262,CHEMBL3262107,5.54,2900.0,O=C1/C(=C/c2cccc(Cc3ccccc3)c2)Oc2ccccc21,C1CCC(CC2CCCC(CC3CC4CCCCC4C3)C2)CC1
263,CHEMBL1946828,5.29,5100.0,CN(C)c1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1,C1CCC(CC2CC3CCCCC3C2)CC1
264,CHEMBL3262118,5.82,1500.0,O=C1/C(=C/c2ccc(Oc3ccc(Cl)cc3)cc2)Oc2cc(O)ccc21,C1CCC(CC2CCC(CC3CC4CCCCC4C3)CC2)CC1
265,CHEMBL3933212,4.68,21000.0,COc1cnc(O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4CC4)C[C@H]3C3CC3)N(C(=O)[C@@H](NC(=O)O[C@H](C)C(F)(F)F)C3CCCCC3)C2)c2cc(Cl)ccc12,C1CCC(CCC2CC(CC3CCCC4CCCCC43)CC2CCC2(CCCC3CC3)CC2C2CC2)CC1
266,CHEMBL3979685,5.09,8040.0,N#Cc1ccc([C@@H]2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)cc1,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1
267,CHEMBL3934725,5.5,3180.0,CS(=O)(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@@H]1c1ccc(C#N)cc1,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1
268,CHEMBL3891785,5.56,2780.0,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@@H]1c1ccc(C#N)cc1CO,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1
