name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
GB_GA_mut_r_0.5_250k_4,sim,cdpkit,243183,250000,0/50,0.0,0.972732,0.0,0,0.0,0
