name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,tRS
GB_GA_3,dis,murcko,4372,10000,7/76,0.09210526315789473,0.004824360764674724,0.0021092105263157894,0.4372,0.0121,121
