name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
GB_GA_2,dis,murcko,5009,9995,3/64,0.046875,0.09358155320423238,0.0468984492246123,0.5011505752876438,0.0010005002501250625,10
