name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
GB_GA_mut_r_0.5_250k_0,sim,csk,50375,249982,29/46,0.6304347826086957,0.2015145090446512,0.05275525889115833,12527
